Data;Produto;Região;Quantidade;Valor Unitário;Receita
07/03/2023;Suco;Leste;480;82;39360
11/02/2022;Detergente;Norte;889;85;75565
10/09/2022;Suco;Oeste;586;249;145914
07/02/2023;Maionese;Norte;839;34;28526
15/09/2023;Suco;Leste;594;176;104544
05/06/2022;Shampoo;Norte;540;150;81000
30/04/2023;Maionese;Sul;535;248;132680
04/02/2023;Pasta de dente;Leste;993;37;36741
22/11/2023;Maionese;Oeste;759;171;129789
14/01/2022;Sabonete;Norte;111;77;8547
12/12/2023;Pasta de dente;Sul;377;226;85202
08/07/2023;Detergente;Sul;328;199;65272
18/01/2023;Shampoo;Leste;365;225;82125
12/05/2022;Detergente;Sul;562;212;119144
18/12/2022;Shampoo;Leste;293;164;48052
19/11/2023;Detergente;Oeste;137;166;22742
04/03/2022;Sabonete;Oeste;748;96;71808
10/01/2022;Shampoo;Norte;59;47;2773
08/01/2022;Shampoo;Norte;860;253;217580
03/08/2023;Sabonete;Oeste;492;117;57564
09/02/2022;Detergente;Norte;593;191;113263
24/03/2023;Suco;Norte;395;150;59250
23/12/2022;Suco;Sul;210;107;22470
24/08/2023;Detergente;Norte;85;235;19975
13/07/2022;Maionese;Norte;767;58;44486
20/11/2023;Suco;Oeste;359;168;60312
07/11/2022;Maionese;Oeste;372;35;13020
30/09/2022;Pasta de dente;Norte;794;132;104808
15/11/2023;Pasta de dente;Oeste;49;61;2989
03/07/2023;Sabonete;Sul;527;144;75888
04/03/2023;Sabonete;Leste;6;144;864
16/08/2022;Pasta de dente;Leste;889;78;69342
07/08/2022;Sabonete;Norte;452;38;17176
15/02/2023;Detergente;Norte;772;74;57128
07/08/2023;Detergente;Leste;140;214;29960
28/07/2023;Suco;Leste;459;8;3672
10/11/2023;Maionese;Oeste;56;177;9912
03/01/2022;Maionese;Norte;203;38;7714
29/10/2022;Pasta de dente;Oeste;854;218;186172
09/04/2023;Sabonete;Norte;963;145;139635
16/04/2022;Detergente;Norte;803;71;57013
26/09/2023;Pasta de dente;Norte;432;17;7344
03/03/2023;Shampoo;Norte;622;1;622
26/11/2023;Sabonete;Sul;737;108;79596
21/09/2023;Sabonete;Leste;181;239;43259
30/08/2022;Detergente;Sul;806;30;24180
10/08/2023;Shampoo;Leste;96;236;22656
23/04/2023;Detergente;Leste;629;67;42143
16/10/2022;Suco;Norte;321;24;7704
04/10/2023;Suco;Norte;110;196;21560
16/11/2022;Shampoo;Leste;798;46;36708
22/12/2022;Maionese;Leste;257;98;25186
02/07/2022;Shampoo;Leste;796;251;199796
25/02/2022;Detergente;Norte;770;234;180180
17/10/2022;Shampoo;Norte;194;215;41710
25/05/2022;Sabonete;Leste;881;137;120697
30/11/2022;Shampoo;Leste;140;158;22120
03/05/2023;Pasta de dente;Sul;220;59;12980
10/02/2022;Suco;Norte;266;177;47082
21/03/2023;Sabonete;Leste;377;31;11687
30/01/2022;Pasta de dente;Leste;807;52;41964
25/12/2022;Sabonete;Norte;575;231;132825
11/03/2022;Suco;Leste;194;6;1164
14/11/2022;Sabonete;Leste;63;42;2646
29/04/2022;Maionese;Oeste;970;201;194970
06/05/2023;Shampoo;Sul;320;41;13120
24/05/2023;Detergente;Leste;75;13;975
14/06/2022;Maionese;Sul;261;41;10701
12/11/2022;Shampoo;Norte;731;12;8772
03/04/2022;Pasta de dente;Oeste;806;220;177320
25/01/2023;Pasta de dente;Norte;543;201;109143
10/08/2022;Suco;Sul;45;145;6525
25/07/2022;Pasta de dente;Oeste;335;230;77050
10/10/2022;Sabonete;Oeste;790;9;7110
06/10/2022;Pasta de dente;Norte;551;8;4408
29/12/2022;Detergente;Sul;841;118;99238
15/01/2023;Maionese;Oeste;290;236;68440
15/09/2022;Sabonete;Sul;772;119;91868
03/01/2023;Suco;Oeste;445;220;97900
09/01/2022;Pasta de dente;Oeste;387;3;1161
02/09/2023;Sabonete;Norte;651;120;78120
21/01/2022;Shampoo;Sul;581;78;45318
13/03/2023;Pasta de dente;Leste;804;217;174468
24/05/2023;Maionese;Oeste;275;155;42625
14/02/2023;Maionese;Oeste;839;64;53696
16/12/2023;Suco;Norte;324;217;70308
03/12/2022;Maionese;Oeste;470;166;78020
14/04/2023;Sabonete;Leste;649;1;649
25/06/2023;Pasta de dente;Norte;226;36;8136
10/03/2022;Detergente;Norte;860;213;183180
21/09/2022;Maionese;Norte;396;86;34056
08/10/2022;Sabonete;Leste;138;54;7452
29/05/2023;Detergente;Leste;767;98;75166
27/05/2022;Pasta de dente;Norte;724;205;148420
13/12/2023;Maionese;Oeste;681;157;106917
03/08/2023;Shampoo;Norte;206;204;42024
07/04/2023;Suco;Leste;892;41;36572
06/02/2022;Shampoo;Sul;544;50;27200
10/12/2022;Maionese;Leste;621;58;36018
26/07/2023;Maionese;Leste;267;87;23229
25/05/2023;Suco;Oeste;824;236;194464
22/06/2023;Pasta de dente;Norte;962;74;71188
02/02/2023;Shampoo;Norte;495;198;98010
10/10/2022;Maionese;Sul;731;184;134504
15/10/2023;Sabonete;Leste;453;87;39411
18/01/2023;Shampoo;Sul;343;55;18865
07/01/2022;Sabonete;Sul;227;65;14755
04/08/2023;Sabonete;Norte;317;1;317
24/05/2022;Suco;Leste;627;243;152361
30/06/2023;Shampoo;Leste;602;237;142674
20/09/2022;Sabonete;Sul;406;9;3654
04/06/2022;Sabonete;Sul;285;192;54720
07/11/2023;Pasta de dente;Leste;209;40;8360
06/03/2022;Shampoo;Leste;73;158;11534
30/11/2022;Detergente;Oeste;127;105;13335
14/06/2023;Sabonete;Sul;645;60;38700
09/11/2022;Pasta de dente;Oeste;601;92;55292
31/05/2022;Detergente;Norte;629;166;104414
10/07/2023;Maionese;Oeste;836;112;93632
20/05/2023;Suco;Leste;10;234;2340
23/07/2022;Maionese;Norte;354;81;28674
25/06/2022;Sabonete;Sul;41;133;5453
06/11/2022;Suco;Norte;319;252;80388
26/08/2022;Suco;Norte;666;106;70596
27/11/2022;Shampoo;Leste;743;237;176091
03/11/2023;Maionese;Leste;106;195;20670
13/02/2022;Detergente;Sul;740;23;17020
12/08/2023;Sabonete;Oeste;357;89;31773
07/11/2022;Maionese;Oeste;952;27;25704
26/10/2023;Shampoo;Leste;808;200;161600
17/08/2023;Shampoo;Leste;692;16;11072
22/01/2023;Shampoo;Leste;630;90;56700
24/08/2022;Shampoo;Oeste;263;9;2367
15/12/2022;Pasta de dente;Oeste;964;172;165808
15/02/2022;Shampoo;Norte;372;232;86304
24/07/2023;Pasta de dente;Norte;130;127;16510
01/06/2022;Suco;Sul;941;232;218312
28/03/2022;Sabonete;Sul;12;197;2364
28/07/2022;Pasta de dente;Leste;513;84;43092
22/11/2022;Pasta de dente;Norte;41;12;492
22/11/2022;Sabonete;Oeste;822;58;47676
02/04/2022;Suco;Sul;216;230;49680
09/03/2023;Sabonete;Norte;72;147;10584
19/12/2022;Pasta de dente;Oeste;77;114;8778
05/09/2023;Maionese;Oeste;167;40;6680
10/11/2022;Sabonete;Sul;543;104;56472
09/01/2022;Suco;Sul;744;182;135408
04/03/2022;Pasta de dente;Oeste;349;109;38041
17/12/2023;Maionese;Norte;248;81;20088
25/09/2023;Shampoo;Sul;700;200;140000
21/02/2023;Sabonete;Norte;732;75;54900
29/06/2022;Detergente;Oeste;369;30;11070
03/01/2023;Sabonete;Leste;45;119;5355
01/02/2022;Shampoo;Sul;137;96;13152
14/01/2022;Maionese;Oeste;527;180;94860
12/02/2023;Maionese;Sul;519;234;121446
07/06/2022;Maionese;Sul;252;54;13608
10/07/2022;Maionese;Norte;433;108;46764
04/07/2022;Suco;Oeste;521;24;12504
04/05/2023;Shampoo;Leste;300;50;15000
18/02/2023;Suco;Leste;518;107;55426
31/10/2022;Sabonete;Norte;889;13;11557
07/02/2022;Sabonete;Oeste;871;34;29614
14/09/2022;Pasta de dente;Norte;58;42;2436
03/12/2022;Maionese;Norte;851;98;83398
09/01/2023;Shampoo;Oeste;814;25;20350
26/02/2022;Sabonete;Leste;973;250;243250
01/03/2023;Sabonete;Norte;830;102;84660
07/01/2023;Detergente;Norte;26;181;4706
05/05/2022;Detergente;Norte;659;14;9226
03/04/2022;Pasta de dente;Oeste;678;66;44748
05/12/2023;Detergente;Leste;751;128;96128
16/05/2023;Detergente;Sul;353;227;80131
05/06/2022;Shampoo;Sul;711;114;81054
25/07/2022;Pasta de dente;Oeste;376;55;20680
26/05/2022;Suco;Oeste;958;9;8622
16/06/2022;Detergente;Sul;427;249;106323
24/03/2023;Maionese;Sul;735;83;61005
08/02/2023;Suco;Leste;650;29;18850
27/12/2022;Suco;Oeste;799;29;23171
11/04/2023;Maionese;Leste;356;117;41652
05/09/2022;Maionese;Leste;271;184;49864
27/12/2023;Sabonete;Norte;102;106;10812
22/06/2022;Pasta de dente;Norte;342;106;36252
24/05/2022;Suco;Sul;311;222;69042
10/09/2022;Pasta de dente;Leste;55;64;3520
01/02/2023;Suco;Sul;530;14;7420
01/10/2022;Maionese;Leste;352;115;40480
06/06/2022;Detergente;Leste;332;38;12616
11/11/2023;Maionese;Leste;925;77;71225
09/10/2023;Pasta de dente;Sul;61;103;6283
18/10/2023;Shampoo;Norte;837;155;129735
18/05/2022;Maionese;Leste;696;241;167736
08/06/2022;Suco;Sul;739;118;87202
08/05/2022;Pasta de dente;Sul;215;140;30100
12/04/2022;Sabonete;Leste;704;33;23232
17/02/2023;Shampoo;Oeste;780;116;90480
29/07/2023;Maionese;Norte;255;101;25755
09/04/2023;Suco;Sul;362;126;45612
10/04/2023;Maionese;Leste;299;97;29003
20/11/2023;Sabonete;Oeste;872;174;151728
24/08/2022;Shampoo;Sul;950;22;20900
10/04/2023;Pasta de dente;Norte;856;122;104432
28/10/2022;Detergente;Norte;732;155;113460
28/03/2022;Maionese;Oeste;221;204;45084
13/03/2023;Pasta de dente;Leste;684;178;121752
16/03/2023;Maionese;Leste;360;46;16560
28/09/2022;Maionese;Oeste;421;169;71149
26/01/2023;Shampoo;Oeste;925;223;206275
08/03/2023;Shampoo;Leste;101;69;6969
18/09/2023;Maionese;Oeste;955;118;112690
25/04/2023;Suco;Norte;124;67;8308
15/04/2022;Suco;Norte;210;137;28770
06/04/2022;Sabonete;Norte;199;56;11144
21/09/2023;Maionese;Sul;457;121;55297
11/07/2023;Pasta de dente;Leste;955;209;199595
19/11/2022;Pasta de dente;Leste;672;137;92064
24/04/2023;Sabonete;Norte;548;22;12056
17/04/2023;Maionese;Norte;405;10;4050
02/05/2022;Pasta de dente;Sul;862;39;33618
08/05/2022;Pasta de dente;Norte;50;143;7150
24/02/2023;Suco;Norte;58;155;8990
13/03/2022;Pasta de dente;Norte;343;101;34643
02/05/2022;Sabonete;Norte;421;14;5894
10/06/2022;Maionese;Leste;291;177;51507
20/12/2023;Suco;Norte;486;221;107406
22/10/2023;Shampoo;Leste;362;236;85432
01/11/2023;Maionese;Sul;432;195;84240
27/12/2022;Detergente;Leste;669;56;37464
29/04/2023;Sabonete;Sul;834;150;125100
22/04/2022;Pasta de dente;Sul;256;33;8448
19/09/2022;Maionese;Norte;827;125;103375
02/04/2023;Maionese;Sul;184;37;6808
18/10/2023;Sabonete;Norte;66;184;12144
31/05/2023;Suco;Norte;491;15;7365
17/05/2022;Suco;Norte;244;19;4636
12/11/2023;Pasta de dente;Sul;812;112;90944
12/04/2022;Suco;Norte;778;253;196834
26/12/2022;Sabonete;Norte;466;226;105316
09/10/2023;Maionese;Leste;328;249;81672
07/09/2023;Suco;Norte;593;32;18976
29/05/2023;Maionese;Norte;211;253;53383
24/02/2023;Sabonete;Oeste;147;59;8673
27/01/2023;Detergente;Norte;713;157;111941
09/08/2023;Sabonete;Leste;422;48;20256
29/04/2022;Shampoo;Leste;748;141;105468
17/11/2023;Pasta de dente;Sul;272;38;10336
18/09/2022;Pasta de dente;Oeste;344;85;29240
21/06/2023;Detergente;Sul;139;152;21128
30/06/2022;Suco;Leste;429;188;80652
03/12/2022;Shampoo;Norte;495;247;122265
06/05/2022;Sabonete;Sul;70;26;1820
12/06/2022;Sabonete;Oeste;26;11;286
26/11/2022;Maionese;Norte;343;61;20923
21/08/2022;Detergente;Norte;490;191;93590
22/05/2023;Maionese;Oeste;393;59;23187
04/09/2022;Maionese;Oeste;554;87;48198
02/01/2022;Shampoo;Sul;747;222;165834
03/10/2023;Shampoo;Leste;504;95;47880
30/09/2022;Maionese;Sul;189;197;37233
04/07/2022;Suco;Leste;318;121;38478
07/03/2023;Detergente;Sul;455;122;55510
20/11/2022;Suco;Oeste;525;137;71925
11/06/2023;Pasta de dente;Oeste;972;130;126360
18/01/2023;Suco;Leste;356;205;72980
19/12/2022;Detergente;Oeste;589;181;106609
07/03/2022;Detergente;Sul;546;220;120120
20/05/2023;Sabonete;Leste;410;56;22960
02/02/2023;Maionese;Oeste;685;81;55485
30/07/2022;Sabonete;Oeste;114;43;4902
30/12/2022;Shampoo;Norte;309;13;4017
16/12/2022;Maionese;Leste;488;194;94672
05/07/2023;Detergente;Leste;279;129;35991
30/05/2022;Maionese;Oeste;879;111;97569
29/05/2023;Pasta de dente;Oeste;481;88;42328
22/10/2022;Maionese;Sul;996;238;237048
14/11/2022;Shampoo;Oeste;356;195;69420
28/12/2022;Pasta de dente;Oeste;308;82;25256
19/07/2022;Shampoo;Sul;866;240;207840
22/09/2022;Suco;Sul;572;197;112684
08/11/2023;Pasta de dente;Norte;11;108;1188
13/03/2023;Detergente;Leste;159;53;8427
12/11/2022;Shampoo;Norte;533;50;26650
10/07/2022;Maionese;Oeste;675;89;60075
13/05/2022;Pasta de dente;Sul;269;28;7532
29/12/2023;Shampoo;Oeste;808;9;7272
21/02/2022;Suco;Oeste;812;63;51156
23/09/2022;Detergente;Oeste;940;6;5640
19/03/2022;Detergente;Sul;716;246;176136
21/11/2022;Suco;Sul;153;198;30294
29/09/2023;Pasta de dente;Norte;63;15;945
31/12/2023;Shampoo;Oeste;236;223;52628
10/08/2022;Pasta de dente;Norte;164;161;26404
13/12/2023;Suco;Norte;183;241;44103
22/01/2022;Maionese;Norte;85;53;4505
21/08/2023;Sabonete;Oeste;70;161;11270
18/03/2022;Sabonete;Oeste;802;129;103458
03/04/2023;Pasta de dente;Leste;432;25;10800
03/07/2023;Suco;Leste;798;208;165984
09/01/2022;Maionese;Norte;273;202;55146
25/08/2022;Pasta de dente;Sul;986;22;21692
03/05/2023;Detergente;Norte;435;42;18270
15/11/2022;Suco;Norte;842;132;111144
15/11/2023;Detergente;Leste;142;56;7952
21/06/2023;Sabonete;Norte;971;156;151476
09/11/2023;Suco;Norte;213;108;23004
07/12/2022;Pasta de dente;Leste;25;56;1400
13/05/2023;Sabonete;Oeste;288;98;28224
01/05/2022;Pasta de dente;Norte;792;183;144936
11/11/2022;Sabonete;Leste;80;44;3520
08/02/2022;Suco;Sul;671;253;169763
25/07/2023;Maionese;Leste;930;183;170190
26/10/2023;Sabonete;Norte;817;149;121733
30/10/2022;Shampoo;Leste;391;102;39882
20/10/2023;Suco;Oeste;730;102;74460
04/09/2022;Suco;Leste;565;97;54805
28/02/2023;Maionese;Leste;140;127;17780
17/02/2023;Suco;Leste;981;53;51993
27/07/2023;Pasta de dente;Leste;645;170;109650
22/10/2022;Sabonete;Sul;819;140;114660
19/09/2023;Sabonete;Norte;50;33;1650
10/04/2023;Detergente;Leste;415;28;11620
13/02/2022;Maionese;Norte;746;115;85790
07/10/2023;Pasta de dente;Oeste;41;244;10004
27/03/2023;Sabonete;Sul;480;214;102720
10/04/2022;Pasta de dente;Leste;295;110;32450
26/07/2022;Sabonete;Leste;247;117;28899
26/05/2023;Sabonete;Oeste;209;79;16511
09/09/2022;Sabonete;Leste;60;208;12480
14/12/2022;Sabonete;Norte;559;135;75465
02/12/2022;Suco;Norte;312;172;53664
25/01/2023;Pasta de dente;Sul;258;128;33024
11/07/2022;Suco;Sul;364;176;64064
09/01/2023;Shampoo;Norte;564;75;42300
29/03/2023;Pasta de dente;Sul;830;179;148570
10/07/2023;Maionese;Sul;375;18;6750
30/12/2022;Detergente;Leste;372;40;14880
16/06/2023;Detergente;Leste;5;158;790
31/07/2022;Sabonete;Norte;93;35;3255
19/09/2022;Suco;Oeste;297;179;53163
31/10/2023;Pasta de dente;Sul;519;149;77331
11/04/2023;Maionese;Sul;313;217;67921
02/12/2023;Suco;Sul;222;196;43512
16/06/2022;Pasta de dente;Leste;72;122;8784
19/05/2022;Detergente;Norte;489;144;70416
13/08/2022;Sabonete;Leste;794;122;96868
22/01/2022;Pasta de dente;Oeste;76;16;1216
18/07/2023;Detergente;Leste;237;147;34839
24/11/2023;Suco;Leste;486;40;19440
12/09/2022;Suco;Leste;511;242;123662
17/07/2023;Shampoo;Leste;186;143;26598
31/10/2022;Shampoo;Norte;514;250;128500
06/01/2023;Suco;Leste;950;56;53200
04/05/2023;Pasta de dente;Oeste;739;1;739
21/11/2023;Shampoo;Leste;319;50;15950
10/09/2023;Suco;Sul;789;145;114405
20/09/2023;Pasta de dente;Oeste;139;118;16402
14/10/2023;Shampoo;Norte;17;90;1530
03/09/2022;Suco;Leste;360;187;67320
07/08/2022;Detergente;Leste;708;62;43896
04/02/2022;Detergente;Leste;965;225;217125
09/03/2023;Shampoo;Sul;306;153;46818
25/12/2023;Shampoo;Norte;198;54;10692
24/12/2022;Suco;Norte;945;12;11340
11/11/2023;Suco;Sul;97;94;9118
16/06/2023;Sabonete;Norte;7;75;525
23/03/2022;Suco;Sul;511;69;35259
15/09/2022;Pasta de dente;Leste;307;136;41752
19/01/2022;Pasta de dente;Oeste;873;105;91665
25/10/2023;Maionese;Norte;45;242;10890
20/09/2022;Sabonete;Norte;80;59;4720
20/10/2022;Detergente;Sul;375;161;60375
05/12/2022;Pasta de dente;Oeste;474;12;5688
08/08/2022;Pasta de dente;Sul;677;67;45359
11/08/2023;Detergente;Norte;945;198;187110
08/10/2022;Suco;Sul;433;250;108250
04/03/2022;Maionese;Leste;871;193;168103
05/06/2023;Suco;Leste;318;53;16854
01/10/2022;Shampoo;Leste;850;62;52700
07/07/2023;Suco;Norte;288;45;12960
05/03/2023;Sabonete;Sul;948;141;133668
14/07/2023;Sabonete;Norte;968;135;130680
16/09/2022;Suco;Norte;800;204;163200
25/10/2022;Sabonete;Leste;216;227;49032
25/07/2023;Detergente;Norte;418;223;93214
02/08/2022;Suco;Sul;536;12;6432
03/10/2022;Sabonete;Sul;372;53;19716
28/08/2023;Suco;Sul;71;38;2698
19/11/2022;Shampoo;Sul;314;138;43332
15/01/2023;Sabonete;Sul;108;30;3240
11/10/2022;Sabonete;Sul;971;174;168954
05/03/2023;Shampoo;Leste;490;169;82810
05/06/2023;Sabonete;Sul;710;155;110050
28/12/2022;Sabonete;Sul;680;131;89080
24/02/2023;Detergente;Sul;367;13;4771
08/05/2022;Maionese;Oeste;757;154;116578
29/06/2022;Shampoo;Oeste;96;87;8352
21/02/2022;Maionese;Sul;209;214;44726
21/09/2023;Detergente;Norte;602;221;133042
21/05/2022;Detergente;Sul;723;13;9399
10/11/2022;Shampoo;Oeste;991;227;224957
13/04/2022;Shampoo;Norte;381;85;32385
31/10/2022;Detergente;Leste;616;182;112112
15/05/2023;Maionese;Norte;179;196;35084
24/01/2023;Pasta de dente;Oeste;769;185;142265
14/11/2023;Pasta de dente;Leste;235;66;15510
29/03/2022;Suco;Oeste;963;67;64521
01/05/2023;Maionese;Sul;835;90;75150
24/03/2022;Sabonete;Oeste;71;250;17750
06/11/2022;Pasta de dente;Leste;894;89;79566
08/07/2022;Maionese;Norte;970;208;201760
01/01/2023;Sabonete;Sul;749;238;178262
21/05/2023;Suco;Norte;552;79;43608
10/09/2023;Sabonete;Sul;40;234;9360
10/04/2022;Detergente;Norte;433;134;58022
14/03/2023;Suco;Sul;228;208;47424
26/10/2022;Shampoo;Leste;988;153;151164
04/07/2022;Maionese;Oeste;397;33;13101
20/05/2022;Suco;Oeste;39;146;5694
26/05/2022;Detergente;Norte;786;189;148554
15/02/2023;Suco;Oeste;931;188;175028
08/04/2023;Detergente;Leste;437;252;110124
09/05/2022;Pasta de dente;Norte;328;40;13120
31/01/2023;Sabonete;Norte;597;39;23283
11/01/2022;Sabonete;Oeste;111;252;27972
21/01/2022;Suco;Oeste;521;194;101074
30/08/2022;Maionese;Oeste;297;252;74844
26/07/2022;Sabonete;Sul;660;210;138600
05/08/2022;Suco;Oeste;36;118;4248
24/09/2023;Shampoo;Leste;647;165;106755
09/04/2022;Maionese;Oeste;121;250;30250
22/08/2022;Detergente;Oeste;553;11;6083
21/06/2022;Sabonete;Norte;183;119;21777
04/02/2022;Maionese;Oeste;265;234;62010
26/05/2022;Shampoo;Norte;931;67;62377
17/04/2022;Sabonete;Sul;306;28;8568
23/06/2023;Shampoo;Norte;167;146;24382
24/02/2023;Maionese;Sul;15;201;3015
27/09/2023;Sabonete;Norte;535;69;36915
29/03/2022;Detergente;Leste;341;252;85932
30/05/2022;Sabonete;Norte;442;36;15912
09/07/2023;Suco;Oeste;876;62;54312
23/09/2023;Shampoo;Leste;99;102;10098
19/09/2023;Detergente;Oeste;210;201;42210
04/09/2023;Maionese;Norte;284;74;21016
21/05/2023;Maionese;Sul;64;23;1472
24/07/2022;Sabonete;Leste;148;150;22200
30/05/2023;Detergente;Sul;52;194;10088
06/01/2023;Shampoo;Norte;27;117;3159
26/06/2023;Sabonete;Norte;666;107;71262
18/07/2022;Detergente;Leste;801;241;193041
31/03/2023;Detergente;Norte;312;132;41184
01/12/2023;Detergente;Leste;779;217;169043
20/02/2022;Sabonete;Leste;144;177;25488
02/03/2023;Suco;Sul;224;195;43680
22/06/2022;Pasta de dente;Sul;784;123;96432
20/12/2022;Pasta de dente;Leste;58;179;10382
11/06/2022;Sabonete;Norte;221;170;37570
05/12/2023;Detergente;Sul;469;224;105056
08/12/2022;Maionese;Sul;966;177;170982
19/10/2023;Sabonete;Norte;814;16;13024
21/03/2022;Maionese;Leste;240;251;60240
16/12/2023;Maionese;Oeste;531;98;52038
19/03/2022;Detergente;Norte;109;248;27032
11/07/2022;Suco;Leste;968;51;49368
14/08/2023;Maionese;Norte;165;215;35475
06/04/2023;Maionese;Oeste;308;100;30800
30/03/2022;Detergente;Sul;848;87;73776
19/01/2023;Shampoo;Leste;29;190;5510
25/04/2023;Sabonete;Sul;601;184;110584
03/03/2022;Detergente;Oeste;428;99;42372
24/04/2022;Sabonete;Oeste;535;100;53500
15/11/2023;Shampoo;Oeste;186;35;6510
27/02/2022;Maionese;Leste;208;187;38896
17/05/2022;Detergente;Norte;369;247;91143
28/12/2022;Detergente;Leste;228;145;33060
27/08/2022;Shampoo;Leste;745;91;67795
05/05/2022;Shampoo;Sul;730;198;144540
17/04/2023;Sabonete;Leste;88;103;9064
22/03/2022;Pasta de dente;Oeste;775;27;20925
15/05/2023;Detergente;Oeste;93;45;4185
20/04/2023;Pasta de dente;Norte;610;157;95770
15/06/2022;Suco;Sul;458;239;109462
01/07/2022;Maionese;Sul;759;32;24288
25/05/2023;Pasta de dente;Oeste;115;248;28520
08/05/2022;Sabonete;Sul;41;52;2132
07/10/2023;Detergente;Sul;511;172;87892
09/08/2022;Detergente;Leste;347;207;71829
31/05/2022;Pasta de dente;Sul;812;197;159964
29/07/2022;Detergente;Oeste;215;108;23220
12/09/2022;Sabonete;Leste;116;74;8584
03/07/2023;Pasta de dente;Norte;717;135;96795
15/11/2023;Shampoo;Leste;425;179;76075
13/07/2023;Maionese;Sul;747;114;85158
30/07/2023;Suco;Oeste;754;124;93496
19/09/2022;Sabonete;Norte;695;74;51430
08/08/2023;Detergente;Oeste;808;233;188264
10/10/2022;Maionese;Norte;489;85;41565
28/01/2023;Suco;Oeste;564;237;133668
18/02/2022;Sabonete;Norte;937;228;213636
28/08/2022;Sabonete;Sul;792;229;181368
02/02/2023;Shampoo;Norte;361;3;1083
19/06/2023;Maionese;Sul;78;70;5460
28/11/2023;Sabonete;Sul;531;94;49914
16/03/2022;Pasta de dente;Norte;972;69;67068
05/12/2023;Shampoo;Sul;661;193;127573
05/03/2022;Detergente;Sul;273;27;7371
06/07/2022;Sabonete;Oeste;876;88;77088
18/06/2023;Suco;Oeste;484;141;68244
18/09/2022;Pasta de dente;Oeste;983;191;187753
22/06/2023;Shampoo;Oeste;975;27;26325
05/03/2023;Sabonete;Oeste;13;131;1703
30/04/2022;Suco;Leste;7;161;1127
28/04/2023;Pasta de dente;Leste;87;219;19053
07/07/2022;Detergente;Leste;62;132;8184
25/10/2023;Maionese;Leste;173;242;41866
09/09/2022;Pasta de dente;Sul;714;17;12138
10/08/2022;Shampoo;Sul;733;115;84295
21/09/2023;Maionese;Sul;879;171;150309
13/10/2023;Pasta de dente;Leste;518;222;114996
10/08/2022;Suco;Oeste;735;194;142590
20/01/2023;Detergente;Leste;576;210;120960
17/12/2022;Shampoo;Leste;645;45;29025
30/05/2022;Suco;Norte;950;172;163400
09/07/2023;Maionese;Oeste;330;180;59400
22/08/2023;Pasta de dente;Norte;387;194;75078
16/11/2023;Shampoo;Norte;877;252;221004
08/07/2023;Suco;Norte;676;186;125736
23/09/2022;Maionese;Norte;356;20;7120
30/09/2023;Shampoo;Oeste;723;211;152553
12/01/2023;Pasta de dente;Sul;691;124;85684
01/05/2022;Shampoo;Norte;281;82;23042
16/06/2022;Shampoo;Sul;403;44;17732
15/06/2023;Detergente;Norte;699;170;118830
22/07/2023;Maionese;Sul;756;120;90720
01/04/2022;Sabonete;Norte;671;167;112057
22/09/2022;Pasta de dente;Norte;806;151;121706
01/12/2023;Pasta de dente;Norte;925;76;70300
08/11/2022;Pasta de dente;Oeste;720;130;93600
30/12/2023;Suco;Sul;796;102;81192
23/04/2023;Detergente;Sul;21;119;2499
29/06/2023;Shampoo;Norte;212;154;32648
08/03/2022;Pasta de dente;Leste;702;210;147420
16/06/2023;Sabonete;Oeste;166;205;34030
05/10/2022;Detergente;Leste;767;15;11505
23/04/2023;Maionese;Norte;232;83;19256
23/08/2022;Sabonete;Sul;894;140;125160
16/02/2023;Maionese;Norte;503;170;85510
02/09/2022;Detergente;Sul;805;87;70035
28/08/2022;Pasta de dente;Leste;224;253;56672
21/04/2023;Maionese;Sul;540;230;124200
16/11/2023;Shampoo;Leste;371;152;56392
29/10/2023;Shampoo;Sul;403;82;33046
23/02/2022;Shampoo;Sul;816;120;97920
24/06/2022;Suco;Norte;134;142;19028
05/10/2023;Pasta de dente;Sul;593;52;30836
18/10/2023;Detergente;Norte;98;169;16562
27/05/2023;Pasta de dente;Oeste;436;144;62784
09/05/2023;Shampoo;Norte;767;105;80535
24/11/2023;Detergente;Norte;205;95;19475
16/05/2023;Maionese;Sul;11;149;1639
07/11/2023;Suco;Sul;928;95;88160
10/11/2022;Suco;Leste;585;108;63180
04/11/2023;Shampoo;Sul;135;238;32130
07/01/2022;Shampoo;Leste;967;252;243684
21/05/2023;Maionese;Oeste;466;59;27494
09/07/2023;Sabonete;Norte;213;56;11928
12/08/2023;Shampoo;Norte;908;74;67192
15/11/2022;Maionese;Sul;956;108;103248
24/06/2023;Maionese;Norte;107;242;25894
10/12/2023;Shampoo;Leste;488;27;13176
10/10/2022;Suco;Sul;739;176;130064
11/04/2022;Suco;Leste;933;164;153012
16/03/2022;Suco;Oeste;185;251;46435
29/05/2023;Pasta de dente;Leste;382;173;66086
04/07/2022;Detergente;Norte;167;62;10354
28/07/2022;Shampoo;Leste;66;252;16632
20/11/2022;Pasta de dente;Leste;602;32;19264
29/09/2023;Suco;Leste;971;177;171867
10/10/2022;Sabonete;Leste;746;84;62664
16/01/2023;Pasta de dente;Leste;104;173;17992
28/10/2023;Maionese;Sul;424;178;75472
25/08/2023;Shampoo;Oeste;496;220;109120
10/11/2022;Pasta de dente;Leste;434;7;3038
19/08/2022;Detergente;Sul;469;151;70819
